Price,Address,Metro,Summary,General Information,Building Information,Price per meter
26 169 553 ₽,"Москва, ЗАО, р-н Дорогомилово, Ривер Парк Кутузовский жилой комплекс",Фили,"45,5 м²;Общая;21 из 45;Этаж;2026;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Высота потолков;3,115 м;Отделка;Нет","Сдача комплекса;Сдача в 2026—2027;Застройщик;Аеон Девелопмент;Класс;Премиум;Кол-во корпусов;5 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, черновая, чистовая",575 155 ₽/м²
26 439 881 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32К3",Волгоградский проспект,"79,88 м²;Общая;41,1 м²;Жилая;21,8 м²;Кухня;22 из 30;Этаж;2024;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Площадь комнат;11.26-13.86-15.96 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",330 995 ₽/м²
26 208 530 ₽,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",ЗИЛ,"76,2 м²;Общая;21,2 м²;Кухня;2 из 15;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",343 944 ₽/м²
26 421 659 ₽,"Москва, ЮАО, р-н Даниловский, бул. Павла Филонова",ЗИЛ,"71,3 м²;Общая;22,2 м²;Кухня;9 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",370 570 ₽/м²
26 344 250 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32К3",Волгоградский проспект,"81,77 м²;Общая;41,1 м²;Жилая;22 м²;Кухня;15 из 30;Этаж;2023;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Площадь комнат;11.31-16.0-13.76 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",322 175 ₽/м²
26 242 029 ₽,"Москва, ЗАО, р-н Дорогомилово, Поклонная ул., вл7",Парк Победы,"55,81 м²;Общая;4 из 13;Этаж;4 кв. 2024;Срок сдачи;Без отделки;Отделка",Тип жилья;Новостройка Апартаменты;Планировка;Смежно-изолированная;Отделка;Нет,,470 203 ₽/м²
26 495 524 ₽,"Москва, ЮАО, р-н Даниловский, бул. Павла Филонова",ЗИЛ,"80,2 м²;Общая;13,7 м²;Кухня;10 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",330 368 ₽/м²
26 481 650 ₽,"Москва, ЮАО, р-н Нагатинский затон, Ривер Парк жилой комплекс",Коломенская,"59,6 м²;Общая;33,9 м²;Жилая;9,5 м²;Кухня;2 из 19;Этаж;2 кв. 2024;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Вид из окон;На улицу и двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2024, есть сданные;Застройщик;Аеон Девелопмент;Класс;Бизнес;Кол-во корпусов;16 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая",444 323 ₽/м²
26 668 957 ₽,"Москва, САО, р-н Западное Дегунино, Ильменский проезд, 4С8",Верхние Лихоборы,"69,5 м²;Общая;36 м²;Жилая;4,5 м²;Кухня;32 из 32;Этаж;3 кв. 2025;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 3 кв. 2025;Застройщик;Группа ЛСР;Класс;Бизнес;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",383 726 ₽/м²
26 943 506 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",Технопарк,"62,6 м²;Общая;22,5 м²;Жилая;21,5 м²;Кухня;14 из 27;Этаж;1 кв. 2025;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Площадь комнат;11.4-11.1 м²;Высота потолков;3 м;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",430 407 ₽/м²
26 873 402 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32К3",Волгоградский проспект,"93,06 м²;Общая;37,7 м²;Жилая;34,3 м²;Кухня;7 из 30;Этаж;2023;Сдан;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Планировка;Изолированная;Площадь комнат;19.35-18.34 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",288 775 ₽/м²
