Price,Address,Metro,Summary,General Information,Building Information,Price per meter
12 245 240 ₽,"Москва, ЮАО, р-н Чертаново Центральное, Парксайд жилой комплекс",,"40,4 м²;Общая;14,8 м²;Жилая;19,4 м²;Кухня;5 из 22;Этаж;3 кв. 2025;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,7 м",,303 100 ₽/м²
12 406 792 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32к4",Волгоградский проспект,"40,6 м²;Общая;13,3 м²;Жилая;14,3 м²;Кухня;4 из 30;Этаж;2025;Сдан;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Площадь комнат;13.3 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",305 586 ₽/м²
12 457 500 ₽,"Москва, САО, р-н Войковский, Выборгская ул., 7к2",,"45,3 м²;Общая;1 из 22;Этаж;4 кв. 2016;Сдан;Без отделки;Отделка",,,275 000 ₽/м²
12 629 358 ₽,"Москва, САО, р-н Западное Дегунино, Ильменский проезд, 4С8",Верхние Лихоборы,"44,4 м²;Общая;13,5 м²;Жилая;10,3 м²;Кухня;7 из 32;Этаж;3 кв. 2025;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 3 кв. 2025;Застройщик;Группа ЛСР;Класс;Бизнес;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",284 445 ₽/м²
12 890 000 ₽,"Москва, НАО (Новомосковский), Сосенское поселение, Испанские Кварталы 2 жилой комплекс, к7/2",Прокшино,"54,5 м²;Общая;20,7 м²;Жилая;16,2 м²;Кухня;4 из 16;Этаж;2022;Срок сдачи;Чистовая;Отделка",,,236 514 ₽/м²
12 849 656 ₽,"Москва, САО, р-н Западное Дегунино, Ильменский проезд, 4С8",Верхние Лихоборы,"40,6 м²;Общая;13,7 м²;Жилая;8,6 м²;Кухня;18 из 32;Этаж;3 кв. 2025;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 3 кв. 2025;Застройщик;Группа ЛСР;Класс;Бизнес;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",316 494 ₽/м²
12 842 500 ₽,"Москва, САО, р-н Войковский, Выборгская ул., 7к2",,"46,7 м²;Общая;1 из 22;Этаж;4 кв. 2016;Сдан;Без отделки;Отделка",,,275 000 ₽/м²
12 900 000 ₽,"Москва, САО, р-н Левобережный, Ленинградское ш., 69к2",Беломорская,34 м²;Общая;25 м²;Жилая;9 из 19;Этаж;2021;Построен,Тип жилья;Вторичка;Санузел;1 совмещенный;Ремонт;Евроремонт,Год постройки;2022;Аварийность;Нет;Мусоропровод;Нет,379 412 ₽/м²
12 990 000 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/3к6",Угрешская,"40,8 м²;Общая;6 из 30;Этаж;2021;Построен",Тип жилья;Вторичка;Высота потолков;3 м;Ремонт;Без ремонта;Вид из окон;Во двор,"Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Нет",318 382 ₽/м²
12 900 000 ₽,"Москва, НАО (Новомосковский), Московский поселение, ул. Татьянин Парк, 16к1",Говорово,44 м²;Общая;14 м²;Кухня;5 из 15;Этаж;2015;Построен,Тип жилья;Вторичка;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор,"Год постройки;2015;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет",293 182 ₽/м²
13 015 196 ₽,"Москва, САО, р-н Западное Дегунино, Ильменский проезд, 4С8",Верхние Лихоборы,"46,7 м²;Общая;15,5 м²;Жилая;10,3 м²;Кухня;6 из 32;Этаж;3 кв. 2025;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 3 кв. 2025;Застройщик;Группа ЛСР;Класс;Бизнес;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",278 698 ₽/м²
13 200 000 ₽,"Москва, ВАО, р-н Соколиная гора, Вольная ул., 28/4к2",Соколиная гора,"40 м²;Общая;18 м²;Жилая;11,1 м²;Кухня;4 из 22;Этаж",Тип жилья;Вторичка;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор,"Год постройки;2020;Лифты;2 пасс., 1 груз.;Аварийность;Нет",330 000 ₽/м²
13 205 866 ₽,"Москва, НАО (Новомосковский), Мосрентген поселение, МелиСад жилой комплекс, к1",Саларьево,"68,41 м²;Общая;42,2 м²;Жилая;4 м²;Кухня;2 из 24;Этаж;4 кв. 2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,8 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 4 кв. 2024;Застройщик;ГК МИЦ;Класс;Комфорт;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",193 040 ₽/м²
13 233 203 ₽,"Москва, САО, р-н Западное Дегунино, Ильменский проезд, 4С8",Верхние Лихоборы,"44,8 м²;Общая;13,7 м²;Жилая;10,4 м²;Кухня;11 из 32;Этаж;3 кв. 2025;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 3 кв. 2025;Застройщик;Группа ЛСР;Класс;Бизнес;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",295 384 ₽/м²
13 390 000 ₽,"Москва, ВАО, р-н Перово, 2-я Владимирская ул., 30",Перово,38 м²;Общая;21 м²;Жилая;12 м²;Кухня;15 из 17;Этаж;2021;Построен,"Тип жилья;Вторичка;Площадь комнат;21 м²;Высота потолков;2,8 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор","Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Нет",352 368 ₽/м²
13 900 000 ₽,"Москва, СВАО, р-н Лосиноостровский, Тайнинская ул., 9к1",Медведково,"61,3 м²;Общая;32,6 м²;Жилая;16 м²;Кухня;9 из 17;Этаж;2021;Построен","Тип жилья;Вторичка Апартаменты;Планировка;Изолированная;Площадь комнат;17,2-14,4 м²;Высота потолков;2,85 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу и двор","Тип дома;Монолитно кирпичный;Лифты;1 пасс., 1 груз.;Парковка;Подземная;Мусоропровод;Нет",226 754 ₽/м²
13 955 361 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"35,92 м²;Общая;21,8 м²;Жилая;5 м²;Кухня;8 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;1 раздельный,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",388 512 ₽/м²
14 076 966 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/5к3",Угрешская,"37,8 м²;Общая;19,1 м²;Кухня;4 из 30;Этаж;2024;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",372 407 ₽/м²
14 046 130 ₽,"Москва, ЮВАО, р-н Южнопортовый, Метрополия жилой комплекс",Угрешская,"43,3 м²;Общая;21,1 м²;Кухня;2 из 29;Этаж;2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",324 391 ₽/м²
14 000 000 ₽,"Москва, ТАО (Троицкий), Троицк, Изумрудный коттеджный поселок, ул. 1-я Изумрудная, 8",Ольховая,"76,2 м²;Общая;45 м²;Жилая;16 м²;Кухня;1 из 3;Этаж",Тип жилья;Вторичка,Год постройки;2014;Подъезды;3;Отопление;Автономная котельная;Аварийность;Нет,183 727 ₽/м²
14 120 000 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"35,3 м²;Общая;20,2 м²;Жилая;6 м²;Кухня;14 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",400 000 ₽/м²
14 355 600 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"33,21 м²;Общая;12 м²;Жилая;12,9 м²;Кухня;25 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;1 совмещенный,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",432 267 ₽/м²
14 319 760 ₽,"Москва, ЮВАО, р-н Южнопортовый, Метрополия жилой комплекс",Угрешская,"45,5 м²;Общая;21,2 м²;Кухня;3 из 29;Этаж;2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",314 720 ₽/м²
14 500 000 ₽,"Москва, ЗАО, р-н Можайский, ул. Кубинка, 18/2",Сетунь,"42 м²;Общая;21 м²;Жилая;10,5 м²;Кухня;4 из 14;Этаж;2020;Построен","Тип жилья;Вторичка;Высота потолков;2,75 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт","Год постройки;2020;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Нет",345 238 ₽/м²
14 400 000 ₽,"Москва, НАО (Новомосковский), Коммунарка поселок, ул. Александры Монаховой, 43к1",Коммунарка,57 м²;Общая;13 из 16;Этаж;2021;Построен,Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;Во двор,"Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная",252 632 ₽/м²
14 834 187 ₽,"Москва, САО, р-н Западное Дегунино, Ильменский проезд, 4С8",Верхние Лихоборы,"42,1 м²;Общая;10,4 м²;Жилая;5,9 м²;Кухня;23 из 32;Этаж;3 кв. 2025;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 3 кв. 2025;Застройщик;Группа ЛСР;Класс;Бизнес;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",352 356 ₽/м²
14 800 000 ₽,"Москва, НАО (Новомосковский), Коммунарка поселок, ул. Александры Монаховой, 43к2",Коммунарка,"86,9 м²;Общая;43,2 м²;Жилая;19,6 м²;Кухня;11 из 15;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,99 м;Балкон/лоджия;1 балкон;Ремонт;Без ремонта","Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Наземная",170 311 ₽/м²
14 950 000 ₽,"Москва, ЮАО, р-н Даниловский, просп. Лихачева, 10к4",,"34,2 м²;Общая;13,7 м²;Жилая;11,7 м²;Кухня;3 из 7;Этаж",Тип жилья;Вторичка;Высота потолков;3 м;Ремонт;Без ремонта,Тип дома;Монолитно кирпичный,437 135 ₽/м²
15 295 000 ₽,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",Аннино,"80,5 м²;Общая;44 м²;Жилая;10,2 м²;Кухня;2 из 45;Этаж;4 кв. 2013;Сдан",Тип жилья;Новостройка,,190 000 ₽/м²
15 444 914 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",ЗИЛ,"41,5 м²;Общая;3 из 13;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",372 167 ₽/м²
15 428 734 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс, к4",Нагатинская,"39,2 м²;Общая;17,7 м²;Кухня;2 из 9;Этаж;2 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",393 590 ₽/м²
15 549 030 ₽,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",Аннино,"75,6 м²;Общая;30,1 м²;Жилая;11,3 м²;Кухня;36 из 45;Этаж;4 кв. 2013;Сдан",Тип жилья;Новостройка,,205 675 ₽/м²
15 594 675 ₽,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",ЗИЛ,"41,5 м²;Общая;16,4 м²;Кухня;2 из 11;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",375 775 ₽/м²
15 531 649 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32к4",Волгоградский проспект,"42,8 м²;Общая;13,1 м²;Жилая;16,7 м²;Кухня;2 из 30;Этаж;2023;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;13.1 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",362 889 ₽/м²
15 663 163 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"48,58 м²;Общая;20,4 м²;Жилая;9,7 м²;Кухня;8 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",322 420 ₽/м²
15 727 848 ₽,"Москва, САО, р-н Западное Дегунино, Ильменский проезд, 4С8",Верхние Лихоборы,"56,5 м²;Общая;27,7 м²;Жилая;3,1 м²;Кухня;5 из 32;Этаж;3 кв. 2025;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 3 кв. 2025;Застройщик;Группа ЛСР;Класс;Бизнес;Кол-во корпусов;2 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",278 369 ₽/м²
15 808 000 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",ЗИЛ,"41,3 м²;Общая;15,1 м²;Жилая;13,8 м²;Кухня;6 из 13;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Площадь комнат;15.10 м²;Высота потолков;3 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",382 760 ₽/м²
15 884 800 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"43,52 м²;Общая;28,2 м²;Жилая;5 м²;Кухня;26 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",365 000 ₽/м²
15 997 355 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",ЗИЛ,"39,9 м²;Общая;13,2 м²;Кухня;9 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",400 936 ₽/м²
15 997 035 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"51,61 м²;Общая;20,7 м²;Жилая;13,8 м²;Кухня;16 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;1 раздельный","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",309 960 ₽/м²
15 904 000 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"39,76 м²;Общая;16,4 м²;Жилая;11,7 м²;Кухня;26 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;1 совмещенный,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",400 000 ₽/м²
16 123 933 ₽,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",ЗИЛ,"43,1 м²;Общая;16,7 м²;Кухня;2 из 15;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",374 105 ₽/м²
16 139 802 ₽,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",ЗИЛ,"43,7 м²;Общая;16,6 м²;Кухня;2 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",369 332 ₽/м²
16 374 122 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"50,86 м²;Общая;23 м²;Жилая;11,2 м²;Кухня;2 из 29;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;3 м;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;1 лоджия","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",321 945 ₽/м²
16 345 025 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"53,51 м²;Общая;27,8 м²;Жилая;11,5 м²;Кухня;16 из 29;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;3 м;Санузел;1 совмещенный, 1 раздельный","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",305 457 ₽/м²
16 236 125 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"53,11 м²;Общая;26,1 м²;Жилая;10 м²;Кухня;12 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;2 совмещенных;Балкон/лоджия;1 лоджия","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",305 707 ₽/м²
16 354 435 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32к4",Волгоградский проспект,"54,4 м²;Общая;22 м²;Жилая;18,6 м²;Кухня;6 из 30;Этаж;2025;Сдан;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Планировка;Изолированная;Площадь комнат;10.1-11.9 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",300 633 ₽/м²
16 500 000 ₽,"Москва, ВАО, р-н Богородское, проезд 6-й Подбельского",Бульвар Рокоссовского,"41,4 м²;Общая;21,2 м²;Жилая;6,2 м²;Кухня;11 из 28;Этаж;4 кв. 2023;Срок сдачи","Тип жилья;Новостройка;Высота потолков;2,85 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия","Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",398 551 ₽/м²
16 450 000 ₽,"Москва, ЗАО, р-н Проспект Вернадского, ул. Михаила Певцова, 11",Проспект Вернадского,"45 м²;Общая;20,5 м²;Жилая;11 м²;Кухня;2 из 17;Этаж;2021;Построен","Тип жилья;Вторичка;Площадь комнат;20,5 м²;Высота потолков;2,75 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт","Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет",365 556 ₽/м²
16 570 545 ₽,"Москва, ЮАО, р-н Даниловский, бул. Павла Филонова",ЗИЛ,"42,1 м²;Общая;16,5 м²;Кухня;6 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",393 600 ₽/м²
16 694 145 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32к4",Волгоградский проспект,"58,5 м²;Общая;23,8 м²;Жилая;21,1 м²;Кухня;7 из 30;Этаж;2025;Сдан;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Планировка;Изолированная;Площадь комнат;10.5-13.3 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",285 370 ₽/м²
16 587 164 ₽,"Москва, ЮВАО, р-н Южнопортовый, Метрополия жилой комплекс",Угрешская,"55,8 м²;Общая;16,2 м²;Кухня;9 из 29;Этаж;2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",297 261 ₽/м²
16 650 000 ₽,"Москва, ЮАО, р-н Москворечье-Сабурово, Каширский проезд, 25к1",Каширская,"42,2 м²;Общая;18 из 23;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Высота потолков;3,2 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон, 1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу и двор","Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть",394 550 ₽/м²
16 800 000 ₽,"Москва, НАО (Новомосковский), Московский поселение, Филатов Луг жилой комплекс, ул. Картмазовские Пруды, 2к1",Филатов Луг,"78,1 м²;Общая;39,5 м²;Жилая;15,9 м²;Кухня;9 из 12;Этаж;2022;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Площадь комнат;12.5-13.5-13.5 м²;Высота потолков;2,75 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;На улицу и двор","Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет",215 109 ₽/м²
