Price,Address,Metro,Summary,General Information,Building Information
27 392 198 ₽,"Москва, СВАО, р-н Марьина роща, Складочная ул., 6к8",Савеловская,"99,42 м²;Общая;55,8 м²;Жилая;13,9 м²;Кухня;2 из 14;Этаж;4 кв. 2022;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;14.27-15.3-10.26-15.99 м²;Высота потолков;2,72 м;Санузел;2 совмещенных;Вид из окон;На улицу и двор;Отделка;Чистовая","Сдача комплекса;Сдача в 4 кв. 2022, есть сданные;Застройщик;ПИК;Класс;Комфорт;Кол-во корпусов;15 корпусов;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая"
120 000 000 ₽,"Москва, ЦАО, р-н Тверской, 1-й Тверской-Ямской пер., 11",Белорусская,200 м²;Общая;20 м²;Кухня;5 из 12;Этаж;2003;Построен,Тип жилья;Вторичка;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Год постройки;2003;Тип дома;Монолитный;Подъезды;1;Лифты;Есть;Аварийность;Нет;Парковка;Подземная
47 000 000 ₽,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/5",Динамо,"69,3 м²;Общая;37,3 м²;Жилая;13 м²;Кухня;3 из 7;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;11.3-26 м²;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу,"Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет"
61 203 330 ₽,"Москва, ЮЗАО, р-н Черемушки, Херсонская ул., 43к5",Калужская,"162,3 м²;Общая;90,8 м²;Жилая;36,3 м²;Кухня;4 из 32;Этаж;2 кв. 2021;Сдан","Тип жилья;Новостройка;Высота потолков;3,1 м","Сдача комплекса;Сдан;Застройщик;Ташир;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая"
108 000 000 ₽,"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул., 12к8",Баррикадная,139 м²;Общая;13 из 21;Этаж;4 кв. 2022;Срок сдачи;Чистовая;Отделка,,
59 183 800 ₽,"Москва, ЦАО, р-н Красносельский, просп. Академика Сахарова, 11",Красные ворота,"114,92 м²;Общая;42,9 м²;Жилая;15 м²;Кухня;4 из 19;Этаж;4 кв. 2022;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Площадь комнат;23.57-19.32 м²;Высота потолков;3,2 м;Санузел;1 совмещенный;Вид из окон;На улицу;Отделка;Чистовая","Сдача комплекса;Сдача в 3 кв. 2023;Застройщик;ГК Основа;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая"
15 951 180 ₽,"Москва, НАО (Новомосковский), Десеновское поселение, ул. Генерала Пилипенко, 1к3",Ольховая,"114,1 м²;Общая;59,8 м²;Жилая;5,6 м²;Кухня;14 из 17;Этаж;4 кв. 2022;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,8 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Вид из окон;Во двор;Отделка;Нет","Сдача комплекса;Сдан;Застройщик;ГК МИЦ;Класс;Комфорт;Кол-во корпусов;15 корпусов;Тип дома;Монолитный;Парковка;Отдельная многоуровневая;Отделка;Без отделки, предчистовая, черновая, чистовая"
23 612 300 ₽,"Москва, СЗАО, р-н Покровское-Стрешнево, Северо-Западный административный округ, Примавера жилой комплекс, Вивальди квартал",Спартак,"60,7 м²;Общая;28,9 м²;Жилая;13,1 м²;Кухня;2 из 10;Этаж;2 кв. 2025;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,08 м;Санузел;2 совмещенных;Балкон/лоджия;1 балкон;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;ООО ""СЗ ""Стадион ""Спартак"";Класс;Премиум;Кол-во корпусов;2 корпуса;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Без отделки, черновая"
446 071 999 ₽,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 19к1",Спортивная,"496,4 м²;Общая;18,8 м²;Кухня;1 из 7;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;4 раздельных;Ремонт;Без ремонта;Вид из окон;На улицу и двор,Год постройки;2015;Строительная серия;Индивидуальный проект;Подъезды;3;Лифты;9 всего;Отопление;Центральное;Аварийность;Нет;Парковка;Многоуровневая
32 027 198 ₽,"Москва, ЮАО, р-н Нагатинский затон, Дрим Тауэрс жилой комплекс",Технопарк,"70,34 м²;Общая;7 из 23;Этаж;2 кв. 2023;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Высота потолков;3,15 м;Отделка;Нет",Сдача комплекса;Сдача в 2 кв. 2023;Застройщик;Regions Development;Класс;Премиум;Кол-во корпусов;3 корпуса;Тип дома;Монолитный;Парковка;Подземная;Отделка;Без отделки
174 623 249 ₽,"Москва, ЦАО, р-н Пресненский, Звенигородское ш., 11",Улица 1905 года,"162,5 м²;Общая;60 м²;Жилая;44,2 м²;Кухня;13 из 16;Этаж;2 кв. 2022;Сдан;Чистовая;Отделка",Тип жилья;Новостройка;Санузел;1 совмещенный;Отделка;Чистовая,"Сдача комплекса;Сдан;Застройщик;Холдинг «РСТИ» (Росстройинвест);Класс;Премиум;Кол-во корпусов;2 корпуса;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая"
45 689 490 ₽,"Москва, ЦАО, р-н Якиманка, Мытная ул., 40к1",Серпуховская,"138,8 м²;Общая;2 из 30;Этаж;2020;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;3,2 м;Отделка;Нет",
