Price,Address,Metro,Summary,General Information,Building Information,Price per meter
14 999 998 ₽,"Москва, НАО (Новомосковский), ул. Красулинская, 17",Филатов Луг,"68,5 м²;Общая;27,8 м²;Жилая;11,4 м²;Кухня;3 из 16;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;16-12 м²;Высота потолков;2,7 м;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;2 балкона;Ремонт;Евроремонт","Тип дома;Панельный;Лифты;1 пасс., 2 груз.;Парковка;Наземная",218 978 ₽/м²
15 000 000 ₽,"Москва, ЦАО, р-н Мещанский, Олимпийский просп., 30С1",Марьина роща,"53,2 м²;Общая;28 м²;Жилая;9,5 м²;Кухня;2 из 16;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;17 м²;Ремонт;Косметический,Год постройки;1977;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;8 всего;Отопление;Центральное;Аварийность;Нет,281 955 ₽/м²
15 000 000 ₽,"Москва, ЗАО, р-н Очаково-Матвеевское, Большая Очаковская ул., 19",Озерная,65 м²;Общая;46 м²;Жилая;9 м²;Кухня;5 из 9;Этаж;1971;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18-16-12 м²;Высота потолков;2,64 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;1971;Строительная серия;1-515;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,230 769 ₽/м²
15 000 000 ₽,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Мичуринский проспект Олимпийская деревня, 5",Озерная,"54,1 м²;Общая;31,7 м²;Жилая;9,1 м²;Кухня;13 из 16;Этаж;1979;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;13,8+17,9 м²;Высота потолков;2,64 м;Санузел;1 совмещенный, 2 раздельных;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1979;Строительная серия;П-3;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,277 264 ₽/м²
15 200 000 ₽,"Москва, СЗАО, р-н Северное Тушино, Туристская ул., 10",,"44,4 м²;Общая;27,9 м²;Жилая;6 м²;Кухня;7 из 9;Этаж",Тип жилья;Вторичка;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;1967;Строительная серия;II-49;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;14;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,342 342 ₽/м²
15 200 000 ₽,"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 143К2",Аннино,"72,5 м²;Общая;44 м²;Жилая;10,2 м²;Кухня;3 из 16;Этаж;1978;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,64 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;1978;Строительная серия;П-3;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,209 655 ₽/м²
15 300 000 ₽,"Москва, ЮВАО, р-н Некрасовка, 1-я Вольская ул., 18К1",Лухмановская,"78 м²;Общая;44,3 м²;Жилая;12,9 м²;Кухня;13 из 17;Этаж;2007;Построен","Тип жилья;Вторичка;Высота потолков;2,75 м;Санузел;1 раздельный;Балкон/лоджия;2 лоджии;Ремонт;Евроремонт;Вид из окон;На улицу","Год постройки;2007;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет",196 154 ₽/м²
15 422 400 ₽,"Москва, ЮАО, р-н Чертаново Южное, Зеленая Вертикаль жилой комплекс, 5",Лесопарковая,"56,7 м²;Общая;12 из 19;Этаж;2023;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;18.5-14.1 м²;Высота потолков;2,6 м;Отделка;Чистовая","Сдача комплекса;Сдача в 1 кв. 2023, есть сданные;Застройщик;Э.К. Девелопмент;Класс;Комфорт;Кол-во корпусов;11 корпусов;Тип дома;Панельный;Парковка;Отдельная многоуровневая;Отделка;Предчистовая, чистовая",272 000 ₽/м²
15 400 000 ₽,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 43К1",Петровско-Разумовская,"59,6 м²;Общая;43,7 м²;Жилая;6 м²;Кухня;6 из 9;Этаж;1970;Построен","Тип жилья;Вторичка;Планировка;Смежная;Площадь комнат;11.5-12.4-19.8 м²;Высота потолков;2,54 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Косметический",Год постройки;1970;Строительная серия;II-49;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;10;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,258 389 ₽/м²
15 300 000 ₽,"Москва, СЗАО, р-н Строгино, Неманский проезд, 3",Мякинино,58 м²;Общая;52 м²;Жилая;6 из 9;Этаж;1979;Построен,"Тип жилья;Вторичка;Планировка;Смежно-изолированная;Площадь комнат;18-14-10 м²;Высота потолков;2,5 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Дизайнерский;Вид из окон;Во двор",Тип дома;Панельный;Лифты;2 пасс.;Мусоропровод;Есть,263 793 ₽/м²
15 300 000 ₽,"Москва, ЮЗАО, р-н Черемушки, Перекопская ул., 30к2",Зюзино,"53,2 м²;Общая;9,2 м²;Кухня;1 из 16;Этаж;1976;Построен","Тип жилья;Вторичка;Высота потолков;2,64 м;Санузел;1 раздельный;Ремонт;Без ремонта;Вид из окон;На улицу и двор",Год постройки;1976;Строительная серия;П-43;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,287 594 ₽/м²
15 500 000 ₽,"Москва, ЮЗАО, р-н Коньково, Профсоюзная ул., 96К4",Беляево,"61,9 м²;Общая;45,6 м²;Жилая;6 м²;Кухня;7 из 9;Этаж;1967;Построен","Тип жилья;Вторичка;Площадь комнат;9-8.5-18.6-9 м²;Высота потолков;2,64 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Тип дома;Панельный;Лифты;Есть;Парковка;Открытая,250 404 ₽/м²
15 500 000 ₽,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 31К2",Раменки,"50,5 м²;Общая;35 м²;Жилая;9 м²;Кухня;1 из 17;Этаж;1980;Построен",Тип жилья;Вторичка;Площадь комнат;35-0 м²;Высота потолков;3 м;Санузел;1 раздельный;Ремонт;Евроремонт;Вид из окон;Во двор,"Год постройки;1990;Строительная серия;П-44;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Есть",306 931 ₽/м²
15 452 790 ₽,"Москва, САО, р-н Молжаниновский, Первый Ленинградский жилой комплекс",Водники,"89,4 м²;Общая;52 м²;Жилая;13,5 м²;Кухня;2 из 14;Этаж;4 кв. 2023;Срок сдачи;Предчистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;13.5-12.7-12.5-13.3 м²;Высота потолков;2,84 м","Сдача комплекса;Сдача в 2023—2024;Застройщик;ДСК-1;Класс;Комфорт;Кол-во корпусов;6 корпусов;Тип дома;Панельный, монолитный;Парковка;Отдельная многоуровневая, гостевая;Отделка;Предчистовая, чистовая",172 850 ₽/м²
15 500 000 ₽,"Москва, СВАО, р-н Отрадное, ул. Пестеля, 8",Отрадное,"62 м²;Общая;41 м²;Жилая;6,5 м²;Кухня;3 из 9;Этаж;1982;Построен","Тип жилья;Вторичка;Площадь комнат;17-13-11 м²;Высота потолков;2,65 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу и двор",Год постройки;1975;Строительная серия;II-49;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;10;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Есть,250 000 ₽/м²
15 500 000 ₽,"Москва, ВАО, р-н Перово, Зеленый просп., 6К1",Перово,"52,7 м²;Общая;6 из 12;Этаж;1985;Построен","Тип жилья;Вторичка;Высота потолков;3,1 м;Санузел;1 раздельный;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1985;Строительная серия;П-55;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;12 всего;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,294 118 ₽/м²
15 550 000 ₽,"Москва, ЗАО, р-н Филевский парк, Филевский бул., 23",улица Народного ополчения,"52 м²;Общая;30,5 м²;Жилая;8,6 м²;Кухня;1 из 12;Этаж;1982;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,64 м;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1982;Строительная серия;П-47;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;12;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,299 038 ₽/м²
15 500 000 ₽,"Москва, ЮАО, р-н Нагатинский затон, Нагатинская наб., 32к1",Коломенская,40 м²;Общая;25 м²;Жилая;10 м²;Кухня;6 из 21;Этаж;2008;Построен,Тип жилья;Вторичка;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Дизайнерский;Вид из окон;На улицу,Год постройки;2008;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,387 500 ₽/м²
15 599 000 ₽,"Москва, СВАО, р-н Лианозово, Алтуфьевское ш., 97",Алтуфьево,"62 м²;Общая;39 м²;Жилая;8,2 м²;Кухня;5 из 12;Этаж;1977;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 раздельный;Балкон/лоджия;2 лоджии;Ремонт;Косметический;Вид из окон;На улицу и двор,"Год постройки;1977;Строительная серия;П-30;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;12;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть",251 597 ₽/м²
15 649 200 ₽,"Москва, ЮАО, р-н Чертаново Южное, Зеленая Вертикаль жилой комплекс, 6",Лесопарковая,"56,7 м²;Общая;20 из 26;Этаж;2023;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;18.5-14.1 м²;Высота потолков;2,6 м;Отделка;Чистовая","Сдача комплекса;Сдача в 1 кв. 2023, есть сданные;Застройщик;Э.К. Девелопмент;Класс;Комфорт;Кол-во корпусов;11 корпусов;Тип дома;Панельный;Парковка;Отдельная многоуровневая;Отделка;Предчистовая, чистовая",276 000 ₽/м²
15 700 000 ₽,"Москва, ЮЗАО, р-н Ясенево, проезд Одоевского, 7К1",Ясенево,"72,8 м²;Общая;43,9 м²;Жилая;10,2 м²;Кухня;7 из 16;Этаж","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;13.1-13-17.8 м²;Высота потолков;2,7 м;Санузел;1 раздельный;Балкон/лоджия;2 балкона;Ремонт;Косметический;Вид из окон;На улицу и двор","Год постройки;1981;Строительная серия;П-3;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет",215 659 ₽/м²
15 752 225 ₽,"Москва, САО, р-н Молжаниновский, Первый Ленинградский жилой комплекс",Водники,"83,9 м²;Общая;46,3 м²;Жилая;14,3 м²;Кухня;11 из 13;Этаж;4 кв. 2023;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;11.7-14.3-20.3 м²;Высота потолков;2,84 м;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024;Застройщик;ДСК-1;Класс;Комфорт;Кол-во корпусов;6 корпусов;Тип дома;Панельный, монолитный;Парковка;Отдельная многоуровневая, гостевая;Отделка;Предчистовая, чистовая",187 750 ₽/м²
16 000 000 ₽,"Москва, ЮЗАО, р-н Зюзино, Болотниковская ул., 36к5",Нахимовский проспект,52 м²;Общая;32 м²;Жилая;13 м²;Кухня;16 из 17;Этаж;2010;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,74 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Евроремонт;Вид из окон;На улицу и двор",Год постройки;2010;Строительная серия;П-44Т;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,307 692 ₽/м²
15 900 000 ₽,"Москва, ЮЗАО, р-н Коньково, Миклухо-Маклая ул., 51К2",Беляево,"45 м²;Общая;29 м²;Жилая;6,6 м²;Кухня;2 из 9;Этаж;1970;Построен","Тип жилья;Вторичка;Высота потолков;2,65 м;Санузел;1 раздельный;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;1970;Строительная серия;1605-АМ;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,353 333 ₽/м²
15 989 000 ₽,"Москва, ЦАО, р-н Мещанский, Олимпийский просп., 30С1",Марьина роща,"52,6 м²;Общая;32 м²;Жилая;9 м²;Кухня;2 из 16;Этаж;1977;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 раздельный;Ремонт;Косметический;Вид из окон;На улицу,"Год постройки;1977;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть",303 973 ₽/м²
15 990 000 ₽,"Москва, ЦАО, р-н Таганский, Иерусалимская ул., 9",Пролетарская,51 м²;Общая;28 м²;Жилая;8 м²;Кухня;3 из 9;Этаж;1969;Построен,"Тип жилья;Вторичка;Высота потолков;2,64 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт",Год постройки;1969;Строительная серия;1-515;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,313 529 ₽/м²
15 999 777 ₽,"Москва, ВАО, р-н Северное Измайлово, 15-я Парковая ул., 49",Щелковская,"79,9 м²;Общая;52,7 м²;Жилая;9 м²;Кухня;1 из 17;Этаж;2004;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;19-18.9-14.8 м²;Санузел;1 раздельный;Балкон/лоджия;1 балкон, 2 лоджии;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2004;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет",200 248 ₽/м²
15 999 000 ₽,"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 158К1",Аннино,"75 м²;Общая;45,7 м²;Жилая;10,2 м²;Кухня;11 из 16;Этаж;1982;Построен","Тип жилья;Вторичка;Высота потолков;2,64 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;1982;Строительная серия;П-44;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;7;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,213 320 ₽/м²
16 000 000 ₽,"Москва, ВАО, р-н Преображенское, 2-я Пугачевская ул., 9К1",Преображенская площадь,"68 м²;Общая;47,3 м²;Жилая;9,3 м²;Кухня;8 из 12;Этаж;1968;Построен","Тип жилья;Вторичка;Планировка;Смежно-изолированная;Площадь комнат;18.5-15.2+13.6 м²;Высота потолков;2,6 м;Санузел;1 раздельный;Балкон/лоджия;2 балкона;Ремонт;Косметический;Вид из окон;На улицу и двор",Год постройки;1968;Строительная серия;II-18-01/12;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть,235 294 ₽/м²
15 900 000 ₽,"Москва, ЗАО, р-н Тропарево-Никулино, Никулинская ул., 15К1",Озерная,"54,2 м²;Общая;32,6 м²;Жилая;9,2 м²;Кухня;2 из 17;Этаж;1993;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18,1+14,5 м²;Высота потолков;2,7 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор","Год постройки;1993;Тип дома;Панельный;Подъезды;4;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Наземная",293 358 ₽/м²
16 000 000 ₽,"Москва, СВАО, р-н Марфино, Большая Марфинская ул., 1к2",Фонвизинская,"54,2 м²;Общая;32,2 м²;Жилая;9,2 м²;Кухня;7 из 17;Этаж;2009;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;14,3+17,9 м²;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический",Год постройки;2009;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;7;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,295 203 ₽/м²
16 000 000 ₽,"Москва, ЗАО, р-н Тропарево-Никулино, Никулинская ул., 15К1",Озерная,"54,7 м²;Общая;32,4 м²;Жилая;9,2 м²;Кухня;9 из 17;Этаж;1993;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18,1+14,5 м²;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Косметический;Вид из окон;Во двор","Год постройки;1993;Тип дома;Панельный;Подъезды;4;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет",292 505 ₽/м²
15 999 000 ₽,"Москва, ЗАО, р-н Очаково-Матвеевское, Матвеевская ул., 28",Аминьевская,"59,5 м²;Общая;3 из 5;Этаж;1968;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,64 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Евроремонт;Вид из окон;Во двор",Год постройки;1968;Строительная серия;1-515;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;9;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,268 891 ₽/м²
15 950 000 ₽,"Москва, ЦАО, р-н Якиманка, ул. Шаболовка, 24",Шаболовская,42 м²;Общая;10 м²;Кухня;2 из 5;Этаж;1961;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,64 м;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1961;Строительная серия;1-515;Тип перекрытий;Железобетонные;Подъезды;3;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Газоснабжение;Центральное,379 762 ₽/м²
16 300 000 ₽,"Москва, САО, р-н Коптево, ул. Лихоборские Бугры, 12",Лихоборы,"56,6 м²;Общая;33,3 м²;Жилая;8,3 м²;Кухня;2 из 10;Этаж;2011;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;17.9-15.4 м²;Высота потолков;2,7 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу и двор","Год постройки;2011;Строительная серия;ГМС-1;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет",287 986 ₽/м²
16 300 000 ₽,"Москва, ЗАО, р-н Тропарево-Никулино, Никулинская ул., 23К1",Озерная,"52,2 м²;Общая;32 м²;Жилая;10 м²;Кухня;3 из 17;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18-14 м²;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор,"Год постройки;1993;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет",312 261 ₽/м²
16 300 000 ₽,"Москва, ЮАО, р-н Нагорный, Болотниковская ул., 6кБ",Нахимовский проспект,65 м²;Общая;48 м²;Жилая;8 м²;Кухня;12 из 12;Этаж;1978;Построен,"Тип жилья;Вторичка;Планировка;Смежно-изолированная;Площадь комнат;20+14-14 м²;Высота потолков;2,5 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Косметический;Вид из окон;Во двор","Год постройки;1978;Строительная серия;1605-АМ;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть",250 769 ₽/м²
16 499 000 ₽,"Москва, ЗАО, р-н Тропарево-Никулино, ул. Академика Анохина, 38К4",Юго-Западная,"53,8 м²;Общая;32,3 м²;Жилая;9,2 м²;Кухня;7 из 16;Этаж;1982;Построен","Тип жилья;Вторичка;Высота потолков;2,64 м;Санузел;2 раздельных;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу и двор","Год постройки;1982;Строительная серия;П-3;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет",306 673 ₽/м²
16 500 000 ₽,"Москва, ЮЗАО, р-н Академический, ул. Дмитрия Ульянова, 27к1",Академическая,37 м²;Общая;25 м²;Жилая;5 м²;Кухня;17 из 19;Этаж;2018;Построен,"Тип жилья;Вторичка;Высота потолков;2,8 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор","Год постройки;2018;Строительная серия;И-155;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная",445 946 ₽/м²
16 400 000 ₽,"Москва, СЗАО, р-н Южное Тушино, ул. Василия Петушкова, 23",Планерная,78 м²;Общая;44 м²;Жилая;10 м²;Кухня;21 из 22;Этаж,Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18/14/12 м²;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта;Вид из окон;На улицу и двор,"Тип дома;Панельный;Лифты;2 пасс., 1 груз.;Мусоропровод;Есть",210 256 ₽/м²
16 500 000 ₽,"Москва, СЗАО, р-н Митино, ул. Барышиха, 21",Митино,60 м²;Общая;10 м²;Кухня;15 из 17;Этаж;1998;Построен,"Тип жилья;Вторичка;Высота потолков;2,7 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический","Год постройки;1998;Строительная серия;П-44;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная",275 000 ₽/м²
16 450 000 ₽,"Москва, САО, р-н Хорошевский, ул. Полины Осипенко, 20К1",ЦСКА,"39 м²;Общая;19,2 м²;Жилая;7,5 м²;Кухня;13 из 17;Этаж;2001;Построен","Тип жилья;Вторичка;Площадь комнат;19,2 м²;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;2001;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть,421 795 ₽/м²
16 650 000 ₽,"Москва, ЗАО, р-н Солнцево, ул. Главмосстроя, 6",,"74,1 м²;Общая;40 м²;Жилая;12 м²;Кухня;12 из 17;Этаж;2007;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,75 м;Санузел;1 раздельный;Балкон/лоджия;2 лоджии;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;2007;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная,224 696 ₽/м²
16 700 000 ₽,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 109/1к2",Проспект Вернадского,"60,6 м²;Общая;34 м²;Жилая;8 м²;Кухня;9 из 25;Этаж;1977;Построен","Тип жилья;Вторичка;Площадь комнат;18-16 м²;Высота потолков;2,7 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Дизайнерский",Год постройки;1977;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;3 всего;Отопление;Центральное;Аварийность;Нет,275 578 ₽/м²
16 814 220 ₽,"Москва, САО, р-н Молжаниновский, Первый Ленинградский жилой комплекс",Планерная,"85,2 м²;Общая;48,2 м²;Жилая;13,5 м²;Кухня;10 из 14;Этаж;1 кв. 2023;Срок сдачи;Предчистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;13.3-11.5-10.9-12.5 м²;Высота потолков;2,74 м","Сдача комплекса;Сдача в 2023—2024;Застройщик;ДСК-1;Класс;Комфорт;Кол-во корпусов;6 корпусов;Тип дома;Панельный, монолитный;Парковка;Отдельная многоуровневая, гостевая;Отделка;Предчистовая, чистовая",197 350 ₽/м²
16 750 000 ₽,"Москва, ЮВАО, р-н Люблино, Краснодарская ул., 55",Люблино,"67,3 м²;Общая;46,5 м²;Жилая;8,2 м²;Кухня;4 из 16;Этаж;1996;Построен","Тип жилья;Вторичка;Площадь комнат;22.7-14.6-9.2 м²;Высота потолков;2,64 м;Санузел;1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу и двор","Год постройки;1995;Строительная серия;ii-68;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Есть;Газоснабжение;Центральное",248 886 ₽/м²
16 700 000 ₽,"Москва, СВАО, р-н Отрадное, ул. Мусоргского, 7",Отрадное,"62,5 м²;Общая;37 м²;Жилая;10,1 м²;Кухня;9 из 22;Этаж;1995;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;22,5-14,1 м²;Высота потолков;2,64 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Евроремонт;Вид из окон;На улицу и двор","Год постройки;1995;Строительная серия;КОПЭ;Тип дома;Панельный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть",267 200 ₽/м²
