Price,Address,Metro,Summary,General Information,Building Information,Price per meter
8 300 000 ₽,"Москва, ЮВАО, р-н Кузьминки, ул. Академика Скрябина, 26К1",Рязанский проспект,"34 м²;Общая;20,8 м²;Жилая;6 м²;Кухня;4 из 9;Этаж;2008;Построен","Тип жилья;Вторичка;Площадь комнат;12.2-8.6 м²;Высота потолков;2,7 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1968;Строительная серия;II-29;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая;Газоснабжение;Центральное,244 118 ₽/м²
8 400 000 ₽,"Москва, ВАО, р-н Богородское, Ивантеевская ул., 28К2",Бульвар Рокоссовского,"29,1 м²;Общая;17,2 м²;Жилая;7,2 м²;Кухня;5 из 5;Этаж","Тип жилья;Вторичка;Площадь комнат;17.2 м²;Высота потолков;2,75 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1960;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Нет;Газоснабжение;Центральное,288 660 ₽/м²
8 490 000 ₽,"Москва, ЦАО, р-н Тверской, Малый Каретный пер., 5",Цветной бульвар,25 м²;Общая;4 из 4;Этаж;1917;Построен,"Тип жилья;Вторичка;Высота потолков;4,5 м;Санузел;1 совмещенный;Ремонт;Евроремонт;Вид из окон;Во двор",Год постройки;1917;Тип дома;Кирпичный;Тип перекрытий;Смешанные;Подъезды;1;Отопление;Центральное;Аварийность;Нет,339 600 ₽/м²
8 500 000 ₽,"Москва, СЗАО, р-н Южное Тушино, Окружная ул., 23",Трикотажная,"34,8 м²;Общая;1 из 3;Этаж;1959;Построен",Тип жилья;Вторичка;Санузел;1 совмещенный;Ремонт;Косметический;Вид из окон;На улицу,Год постройки;1959;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,244 253 ₽/м²
8 500 000 ₽,"Москва, ЮВАО, р-н Кузьминки, ул. Юных Ленинцев, 79К4",Кузьминки,26 м²;Общая;2 из 5;Этаж;1962;Построен,Тип жилья;Вторичка;Санузел;1 раздельный;Ремонт;Косметический;Вид из окон;Во двор,Год постройки;1962;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Отопление;Центральное;Аварийность;Нет,326 923 ₽/м²
8 650 000 ₽,"Москва, САО, р-н Левобережный, Прибрежный проезд, 8",Беломорская,"30,7 м²;Общая;18,7 м²;Жилая;6,6 м²;Кухня;4 из 8;Этаж",Тип жилья;Вторичка;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор,Год постройки;1964;Строительная серия;II-29;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть;Газоснабжение;Центральное,281 759 ₽/м²
8 700 000 ₽,"Москва, ЗАО, р-н Внуково, ул. Спортивная, 4",Рассказовка,"33,9 м²;Общая;19,2 м²;Жилая;8,4 м²;Кухня;2 из 5;Этаж;1960;Построен","Тип жилья;Вторичка;Площадь комнат;19.2 м²;Высота потолков;2,55 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу",Тип дома;Кирпичный,256 637 ₽/м²
8 690 000 ₽,"Москва, ВАО, р-н Восточное Измайлово, 11-я Парковая ул., 24",Первомайская,"29,4 м²;Общая;20 м²;Жилая;4 м²;Кухня;10 из 10;Этаж;1974;Построен","Тип жилья;Вторичка;Высота потолков;2,64 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1974;Строительная серия;II-29;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Есть,295 578 ₽/м²
8 700 000 ₽,"Москва, ЗАО, р-н Кунцево, Рублево поселок, ш. Обводное, 9",,"32 м²;Общая;19,5 м²;Жилая;6 м²;Кухня;4 из 5;Этаж;1967;Построен","Тип жилья;Вторичка;Площадь комнат;19,5 м²;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1967;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;4;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,271 875 ₽/м²
8 900 000 ₽,"Москва, НАО (Новомосковский), Филимонковское поселение, ул. Жемчужная, 1к6",Саларьево,"54 м²;Общая;16,7 м²;Жилая;8 м²;Кухня;1 из 4;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;16.7 м²;Высота потолков;2,8 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу",Год постройки;2021;Аварийность;Нет,164 815 ₽/м²
8 900 000 ₽,"Москва, СВАО, р-н Южное Медведково, Полярная ул., 1",Бабушкинская,"31,4 м²;Общая;17,6 м²;Жилая;8 м²;Кухня;9 из 14;Этаж;1972;Построен","Тип жилья;Вторичка;Высота потолков;2,5 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;Во двор",Год постройки;1972;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;Есть;Отопление;Центральное;Аварийность;Нет,283 439 ₽/м²
